ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
85805,110-ZM-T30,FPQ-7767,SO-40271,DN-2431,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7/26/2011,N/A - From RDC,28-Feb-12,28-Nov-11,28-Nov-11,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2548,38321.92,15.04,0.25,Mylan (formerly Matrix) Nashik,Yes,257,361.73,63.23
85806,113-ZW-T30,FPQ-7052,SO-38521,DN-2441,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,1/19/2011,N/A - From RDC,7-Dec-11,9-Dec-11,9-Dec-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6392,26335.04,4.12,0.14,Mylan (formerly Matrix) Nashik,No,See DN-2441 (ID#:82993),See DN-2441 (ID#:82993),43.45
85807,113-ZW-T30,FPQ-7560,SO-39450,DN-2442,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,4/26/2011,N/A - From RDC,14-Dec-11,9-Dec-11,9-Dec-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,18534,130108.68,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,1013,5216.63,214.68
85808,151-NG-T30,FPQ-8364,SO-40651,DN-2453,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/2011,N/A - From RDC,2-Mar-12,18-Dec-11,18-Dec-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10944,46183.68,4.22,0.14,"Strides, Bangalore, India.",Yes,726,15322.73,76.2
85809,110-ZM-T30,FPQ-7667,SO-40242,DN-2457,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7/26/2011,N/A - From RDC,10-Jan-12,20-Jan-12,20-Jan-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,8000,15600,1.95,0.01,"Aurobindo Unit III, India",Yes,3088,6476.69,25.74
85810,104-CI-T30,FPQ-8295,SO-40791,DN-2459,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/25/2011,N/A - From RDC,6-Feb-12,6-Feb-12,6-Feb-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,2772,6209.28,2.24,0.07,"Aurobindo Unit III, India",No,See DN-2459 (ID#:82424),See DN-2459 (ID#:82424),10.25
85812,111-MZ-T30,FPQ-8157,SO-40350,DN-2481,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,8/4/2011,N/A - From RDC,29-Feb-12,22-Feb-12,22-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,250000,2805000,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,32538,20179.39,4628.25
85813,101-CD-T30,FPQ-8840,SO-41130,DN-2492,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4,16.48,4.12,0.14,"Strides, Bangalore, India.",No,See DN-2492 (ID#:82999),See DN-2492 (ID#:82999),0.02
85814,101-CD-T30,FPQ-8840,SO-41131,DN-2493,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,174,1914,11,0.18,Mylan (formerly Matrix) Nashik,No,See DN-2493 (ID#:82432),See DN-2493 (ID#:82432),2.68
85815,101-CD-T30,FPQ-8840,SO-41131,DN-2493,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,23,776.02,33.74,0.28,"Aurobindo Unit III, India",No,See DN-2493 (ID#:82432),See DN-2493 (ID#:82432),1.09
85816,101-CD-T30,FPQ-8840,SO-41132,DN-2494,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,67,553.42,8.26,0.14,"Aurobindo Unit III, India",No,See DN-2494 (ID#:82433),See DN-2494 (ID#:82433),0.78
85817,101-CD-T30,FPQ-8840,SO-41135,DN-2497,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,41,338.66,8.26,0.14,"Aurobindo Unit III, India",No,See DN-2497 (ID#:82435),See DN-2497 (ID#:82435),0.47
85819,105-GY-T30,FPQ-8620,SO-41000,DN-2503,Guyana,PMO - US,From RDC,N/A - From RDC,Air,10/27/2011,N/A - From RDC,30-Mar-12,4-Feb-12,4-Feb-12,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,140,259,1.85,0.01,"Aurobindo Unit III, India",No,See DN-2503 (ID#:83007),See DN-2503 (ID#:83007),0.36
85820,101-CD-T30,FPQ-8840,SO-41143,DN-2507,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,16-Mar-12,11-Apr-12,11-Apr-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,15,91.2,6.08,0.2,Mylan (formerly Matrix) Nashik,No,See DN-2507 (ID#:82440),See DN-2507 (ID#:82440),0.13
85821,101-CD-T30,FPQ-8840,SO-41144,DN-2508,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,16-Mar-12,14-Mar-12,14-Mar-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,187,1312.74,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,125,1554.64,1.84
85822,101-CD-T30,FPQ-8840,SO-41148,DN-2512,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,16-Mar-12,14-Mar-12,14-Mar-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,2197,15422.94,7.02,0.12,Hetero Unit III Hyderabad IN,No,See DN-2512 (ID#:82443),See DN-2512 (ID#:82443),21.62
85823,113-ZW-T30,FPQ-7052,SO-38520,DN-2519,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,1/19/2011,N/A - From RDC,29-Feb-12,16-Feb-12,16-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,10114,61493.12,6.08,0.2,Mylan (formerly Matrix) Nashik,No,See DN-2519 (ID#:84141),See DN-2519 (ID#:84141),101.46
85824,101-CD-T30,FPQ-8840,SO-41387,DN-2528,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,22-Mar-12,22-Mar-12,22-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,220,512.6,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,12,91.43,0.72
85825,104-CI-T30,FPQ-8295,SO-40792,DN-2531,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/25/2011,N/A - From RDC,29-Feb-12,8-Feb-12,8-Feb-12,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, delayed-release capsules, 30 Caps",Didanosine,Generic,200mg,Delayed-release capsules,30,650,7150,11,0.37,"Aurobindo Unit III, India",Yes,61,1572.97,11.8
85826,110-ZM-T30,FPQ-8759,SO-41121,DN-2532,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,11/6/2011,N/A - From RDC,27-Apr-12,17-Feb-12,17-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,113614,468089.68,4.12,0.14,Mylan (formerly Matrix) Nashik,No,See DN-2532 (ID#:82448),See DN-2532 (ID#:82448),656.26
85827,106-HT-T30,FPQ-9056,SO-41300,DN-2535,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/20/2011,N/A - From RDC,2-Mar-12,12-Mar-12,12-Mar-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1680,3763.2,2.24,0.07,"Aurobindo Unit III, India",No,See DN-2535 (ID#:83011),See DN-2535 (ID#:83011),5.28
85828,109-TZ-T30,FPQ-8303,SO-40520,DN-2536,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,30-Mar-12,12-Mar-12,12-Mar-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,32554,63480.3,1.95,0.01,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Invoiced Separately,104.74
85829,104-CI-T30,FPQ-8787,SO-41160,DN-2552,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/2011,N/A - From RDC,19-Mar-12,24-Feb-12,24-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,12446,51277.52,4.12,0.14,"Strides, Bangalore, India.",No,See DN-2552 (ID#:85237),See DN-2552 (ID#:85237),71.89
85830,104-CI-T30,FPQ-8363,SO-40840,DN-2553,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/2011,N/A - From RDC,30-Mar-12,24-Feb-12,24-Feb-12,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,1260,28350,22.5,0.75,Mylan (formerly Matrix) Nashik,Yes,122,1131.63,46.78
85831,104-CI-T30,FPQ-8363,SO-40841,DN-2555,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/2011,N/A - From RDC,30-Mar-12,24-Feb-12,24-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,7140,119452.2,16.73,0.56,Mylan (formerly Matrix) Nashik,Yes,779,4646.14,197.1
85832,151-NG-T30,FPQ-8364,SO-40650,DN-2559,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/2011,N/A - From RDC,2-Mar-12,16-Feb-12,16-Feb-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,51355,125819.75,2.45,0.04,"Aurobindo Unit III, India",Yes,6436,25231.96,207.6
85833,151-NG-T30,FPQ-8364,SO-40664,DN-2560,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/2011,N/A - From RDC,16-Mar-12,16-Feb-12,16-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,240976,2703750.72,11.22,0.19,"Aurobindo Unit III, India",Yes,30789,25231.96,4461.19
85834,151-NG-T30,FPQ-8952,SO-41265,DN-2567,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/2011,N/A - From RDC,20-Jun-12,16-Feb-12,16-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,7736,18024.88,2.33,0.04,"Aurobindo Unit III, India",No,See DN-2567 (ID#:85241),See DN-2567 (ID#:85241),25.27
85835,114-UG-T30,FPQ-8522,SO-40943,DN-2569,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/2011,N/A - From RDC,30-Mar-12,27-Feb-12,27-Feb-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,4398,30873.96,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,224,1933.3,50.94
85836,110-ZM-T30,FPQ-9186,SO-41400,DN-2574,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,1/16/2012,N/A - From RDC,8-May-12,16-Mar-12,16-Mar-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,61060,251567.2,4.12,0.14,"Strides, Bangalore, India.",Yes,3718,19949.86,352.7
85837,114-UG-T30,FPQ-8522,SO-40942,DN-2580,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/2011,N/A - From RDC,30-Mar-12,9-Mar-12,9-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,5785,35172.8,6.08,0.2,Mylan (formerly Matrix) Nashik,Yes,460,3571.6,58.04
85838,900-SS-T30,FPQ-8624,SO-41080,DN-2581,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,11/4/2011,N/A - From RDC,21-Mar-12,8-Mar-12,8-Mar-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,6000,11700,1.95,0.01,"Aurobindo Unit III, India",No,See DN-2581 (ID#:82457),See DN-2581 (ID#:82457),16.4
85839,109-TZ-T30,FPQ-8303,SO-40502,DN-2593,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,30-Apr-12,11-Apr-12,11-Apr-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,34054,101821.46,2.99,0.05,Mylan (formerly Matrix) Nashik,Yes,1309,3279.25,168.01
85840,110-ZM-T30,FPQ-9186,SO-41411,DN-2577,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,1/16/2012,N/A - From RDC,8-May-12,27-Feb-12,27-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,99714,410821.68,4.12,0.14,"Strides, Bangalore, India.",Yes,6005,5447.21,575.97
85841,107-RW-T30,FPQ-9190,SO-41420,DN-2585,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,1/27/2012,N/A - From RDC,12-Mar-12,28-Feb-12,28-Feb-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,2520,21772.8,8.64,0.1,"Aurobindo Unit III, India",Yes,318,2716.08,30.53
85843,109-TZ-T30,FPQ-8303,SO-40491,DN-2592,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,8-May-12,11-Apr-12,11-Apr-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,5603,23812.75,4.25,0.07,Mylan (formerly Matrix) Nashik,Yes,316,3279.25,39.29
85844,102-BI-T30,FPQ-9229,SO-41530,DN-2594,Burundi,PMO - US,From RDC,N/A - From RDC,Air,1/25/2012,N/A - From RDC,26-Apr-12,4-May-12,4-May-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,170,331.5,1.95,0.01,"Aurobindo Unit III, India",No,See DN-2594 (ID#:83021),See DN-2594 (ID#:83021),0.46
85845,102-BI-T30,FPQ-9229,SO-41530,DN-2594,Burundi,PMO - US,From RDC,N/A - From RDC,Air,1/25/2012,N/A - From RDC,26-Apr-12,4-May-12,4-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,10000,110000,11,0.18,Mylan (formerly Matrix) Nashik,No,See DN-2594 (ID#:83021),See DN-2594 (ID#:83021),154.22
85846,109-TZ-T30,FPQ-8297,SO-40610,DN-2598,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,4-May-12,11-Apr-12,11-Apr-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,137759,967068.18,7.02,0.12,Hetero Unit III Hyderabad IN,No,See DN-2598 (ID#:82465),See DN-2598 (ID#:82465),1595.66
85847,114-UG-T30,FPQ-9354,SO-41630,DN-2603,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2/20/2012,N/A - From RDC,3-May-12,27-Mar-12,27-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,12959,78790.72,6.08,0.2,Mylan (formerly Matrix) Nashik,No,See DN-2603 (ID#:83023),See DN-2603 (ID#:83023),110.46
85848,113-ZW-T30,FPQ-8464,SO-40850,DN-2605,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/2011,N/A - From RDC,13-Apr-12,10-Apr-12,10-Apr-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,69037,173282.87,2.51,0.04,"Aurobindo Unit VII, IN",No,See DN-2605 (ID#:82467),See DN-2605 (ID#:82467),285.92
85849,114-UG-T30,FPQ-8522,SO-40931,DN-2607,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/2011,N/A - From RDC,16-May-12,27-Mar-12,27-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,22872,139061.76,6.08,0.2,Mylan (formerly Matrix) Nashik,No,See DN-2607 (ID#:83580),See DN-2607 (ID#:83580),229.45
85850,110-ZM-T30,FPQ-8476,SO-40954,DN-2610,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/27/2011,N/A - From RDC,15-May-12,16-Apr-12,16-Apr-12,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,150000,2509500,16.73,0.56,Mylan (formerly Matrix) Nashik,Yes,17001,8510.81,4140.68
85851,110-ZM-T30,FPQ-8759,SO-41123,DN-2614,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,11/6/2011,N/A - From RDC,27-Apr-12,16-Apr-12,16-Apr-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,15000,219450,14.63,0.24,"Aurobindo Unit III, India",Yes,1485,8510.82,307.67
85852,104-CI-T30,FPQ-8363,SO-40830,DN-2612,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/2011,N/A - From RDC,27-Apr-12,19-Apr-12,19-Apr-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5,41.3,8.26,0.14,Mylan (formerly Matrix) Nashik,No,See DN-2612 (ID#:84157),See DN-2612 (ID#:84157),0.07
85853,110-ZM-T30,FPQ-8476,SO-40955,DN-2624,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/27/2011,N/A - From RDC,15-May-12,30-Apr-12,30-Apr-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,887,7096,8,0.13,"Aurobindo Unit VII, IN",No,See DN-2624 (ID#:83584),See DN-2624 (ID#:83584),11.71
85854,102-DO-T30,FPQ-9676,SO-41880,DN-2638,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,4/9/2012,N/A - From RDC,21-May-12,4-May-12,4-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,6263,34697.02,5.54,0.18,Mylan (formerly Matrix) Nashik,No,See DN-2638 (ID#:85257),See DN-2638 (ID#:85257),48.65
85855,151-NG-T30,FPQ-8952,SO-41253,DN-2647,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/2011,N/A - From RDC,4-Jul-12,30-Apr-12,30-Apr-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,87499,213497.56,2.44,0.04,"Aurobindo Unit III, India",Yes,9645,27441.22,299.32
85856,114-UG-T30,FPQ-9321,SO-41510,DN-2643,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/10/2012,N/A - From RDC,3-Jul-12,18-May-12,18-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3275,33699.75,10.29,0.17,"Strides, Bangalore, India.",No,See DN-2643 (ID#:82471),See DN-2643 (ID#:82471),47.25
85857,114-UG-T30,FPQ-9356,SO-41610,DN-2654,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/20/2012,N/A - From RDC,29-Jun-12,22-May-12,22-May-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,917,28261.94,30.82,0.26,ABBVIE Ludwigshafen Germany,No,See DN-2654 (ID#:82473),See DN-2654 (ID#:82473),39.62
85859,111-MZ-T30,FPQ-9506,SO-41760,DN-2663,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,3/16/2012,N/A - From RDC,3-Jul-12,28-Jun-12,28-Jun-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,33156,257953.68,7.78,0.13,Mylan (formerly Matrix) Nashik,No,See DN-2663 (ID#:82478),See DN-2663 (ID#:82478),361.65
85861,102-CD-T30,FPQ-9640,SO-41860,DN-2678,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,4/2/2012,N/A - From RDC,3-Sep-12,3-Sep-12,3-Sep-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,200,824,4.12,0.14,"Strides, Bangalore, India.",No,See DN-2678 (ID#:83040),See DN-2678 (ID#:83040),1.16
85862,151-NG-T30,FPQ-8952,SO-41255,DN-2684,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/2011,N/A - From RDC,4-Jul-12,3-Jun-12,3-Jun-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3479,35798.91,10.29,0.17,Mylan (formerly Matrix) Nashik,No,See DN-2684 (ID#:82479),See DN-2684 (ID#:82479),50.19
85863,151-NG-T30,FPQ-8952,SO-42330,DN-2685,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/2011,N/A - From RDC,20-Jun-12,3-Jun-12,3-Jun-12,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,20000,282000,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,2334,17090,395.36
85864,151-NG-T30,FPQ-9432,SO-42331,DN-2686,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/2012,N/A - From RDC,2-Aug-12,3-Jun-12,3-Jun-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,2067,17858.88,8.64,0.1,"Aurobindo Unit III, India",Yes,307,17090,25.04
85865,110-ZM-T30,FPQ-9515,SO-41950,DN-2681,Zambia,PMO - US,From RDC,N/A - From RDC,Air,4/10/2012,N/A - From RDC,2-Jul-12,7-Jun-12,7-Jun-12,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,5996,479680,80,0.8,"Alere Medical Co., Ltd.",Yes,1363,22171.8,672.51
